"text","hashtags","sentiment","sentiment_label"
"dear journalist chemical solution scary except journalists probably failed science class everything chemical including pure water tell us chemical ","","-0.125","neutral"
"miss corona better leave damn planet sight","","0.5","positive"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","","0","neutral"
"educated cm kejriwal forced labourers move delhi corona epidemic sanghi cm yogi welcomed everyone quarantined days avoid spreading rt proud sanghi ","","-0.30000000000000004","negative"
"fuck corona","","-0.4","negative"
"go lockdown effect mama boss papa corona ay bedroom","WhenCoronaVirusIsOver COVID19Ghana Covid_19","0","neutral"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"duuude animal crossing switches selling how much ebay thankfully still one giveaway winner drawn next friday april rd stream ","","0.3125","positive"
"frightening corona ","","-0.5","negative"
"pls anybody assist k even k least buy foodstuff home corona period pls dont let hunger finish pls dont mind amount sef even buy cup garri pls retweet well dm open pls","","-0.15","neutral"
"even proven culprits actors politicians big businessmen pastors granted bail parole sant shri asharamji bapu even single evidence found critical period corona menace ","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"spray returning vips nris corporate executives airports like ok migrant labour remember coronavirus brought india poor international travellers spread didnt self isolate quarantine ","","0.25","positive"
"central government included us insurance cover hope state govt consider us give insurance cover ","","0","neutral"
"deaths taken place till due corona almost years age supreme court government india releasing elderly prisoners high risk demand ","","-0.0625","neutral"
"prizes guessing n t done airports disinfect brought india","Covid_19","0","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
" plasma donation dss volunteers new zealand offering selfless humanitarian services critical times lockdown due corona virus following teachings holiness saint dr msg ","SelflessServiceByDSS","0.13636363636363635","neutral"
"barbaric amid chinese virus outbreak hindus denied food supplies karachi pakistan food basic thing survive action pak eliminate minorities corona pandemic allah watching","","0","neutral"
" ashok kapoor agra shares overcame covid menace via namo app","MannKiBaat","0","neutral"
"corona exposing everything weak public infrastructure poor leadership selfishness people stupid religious leaders systemic poverty everyones underwear outside ","","-0.315","negative"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"jhandewalan temple trust provide providing packed food people everyday twice corona outbreak lockdown ","","-0.2","negative"
"corona attacks elderly years hindu saint sant shri asaram bapu ji years old demand court govt releasing elderly prisoners ","","0.1","neutral"
"_ thought wouldnt mind mild dose corona im restricted theres guarantee mild ","","0.3333333333333333","positive"
"early like fed govt responded corona took months welcome","","0.45","positive"
"lockdown continues spare thought struggling corona virus nhs doctors nurses fight day save lives send prayers everyone either disease saving thousands","","0","neutral"
"media suicide unfreedom press ","","0","neutral"
" the tories decided broadband counts need to have public utility free need ","","0.2","positive"
"sex maid easy live whenever hear say auntie want tell something start developing symptoms corona virus","","-0.04015151515151516","neutral"
"corona took ur jobs yall worried mexicans","","0","neutral"
"morality crisis","","0","neutral"
"kinda treatment international travellers absolute inhumane behaviour","","-0.175","negative"
"kbs q kisii prestige plying kisii kericho nakuru route carrying passenger kind madness kenyans high alert contracting corona virus stopped roads passengers stop indiscipline","","0.6","positive"
"sant shri asharamji bapu yrs old corona infection highest among aged people yrs due corona virus attack india ","ReleaseAsharamjiBapuOnParole","0.09375","neutral"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","","-0.30000000000000004","negative"
"coronavirus morto alan merrill degli arrows sua la hit love rock n roll ","","0.5","positive"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","-0.02023809523809525","neutral"
"_uk essential workers stop working care get corona ","","0","neutral"
"contribute country also indian government decided anyone already prison years yrs released seeing corona virus sant shri asharamji bapu released please","","0","neutral"
"inhumanity criminal ","","-0.4","negative"
"spreading hatred think patients corona virus wards n t need sadhguru s positive vibes s m suggesting ","","0.22727272727272727","positive"
"people wo n t even know whether cry ones loss wail yet unknown misfortunes pandemic still holds","","-0.1","neutral"
"corona virus killed millions people u n ur family still alive thank god de gift life","","-0.05","neutral"
"dnyada heryer ayn messages different levels government even within level government inconsistent mind bogglingly illogical even try right thing cant ","","0","neutral"
"especially small boobs lol","","0.15000000000000002","positive"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","0","neutral"
"working corona opd today special protective gear provided basins wash hands periodically hope one sneezes face ","","-0.08928571428571429","neutral"
"happy birthday put peoples safety personal life event warrior fighting keep bay letting take country best wishes fiance ms shalini","","0.5","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"corona free two days ago cleared mass dept health thanks everyones thoughts prayers im everyone thats effected stay safe stay together apart much love ","","0.30000000000000004","positive"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"sir good announcement many state government decided release prisoners seeing terrible disease like corona release sant shri asharamji bapu parole ","","0.705","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","-0.02023809523809525","neutral"
"corona exposing everything weak public infrastructure poor leadership selfishness people stupid religious leaders systemic poverty everyones underwear outside ","","-0.315","negative"
"contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist","CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"pls anybody assist k even k least buy foodstuff home corona period pls dont let hunger finish pls dont mind amount sef even buy cup garri pls retweet well dm open pls","","0","neutral"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","","0","neutral"
"stupid cow said boris co negligent getting corona nasty sour faced idiot","","-0.5766666666666665","negative"
"today whole world accepted staying quarantine way safeguard corona virus virus proved fatal old aged people need time bcoz years old","","0.1","neutral"
"time bit help defeat im pledging lakh fight lakh pm cares fund amp lakh cms disaster relief fund please bit jai hind ","COVID19 Corona","0","neutral"
"chuck todd asked biden trump blood hands corona response anyone blood hands msm years constant lies created atmosphere one trusts media people dying public n t know trust ","","0","neutral"
"prizes guessing n t done airports disinfect brought india","Covid_19","0","neutral"
"sick guy travelled way kerala afghanistan attack gurdwara kill sikhs kabul time entire world meltdown mode fighting common enemy corona exactly wrong psychos ","","-0.7142857142857143","negative"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","Corona","0.5","positive"
"_bapuji already basis false allegations tolerated much innocent sant want justice moreover jail safe preventing corona","ReleaseAsharamjiBapuOnParole","-0.4000000000000001","negative"
"sir good announcement many state government decided release prisoners seeing terrible disease like corona release sant shri asharamji bapu parole ","","0.705","positive"
"inspiration annayya narsapur yerramsetti palem panchayat votes majority vachina gramam lo vegetables distribution","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"dear donkeys family must definition least people makes crore families crore people population india so unless hyper efficiency aditya singh bisht supplying free ration many china youre idiots","","-0.3","negative"
"another jehaadi spotted facebook sadly doctor someone sheohar find information cc","corona","0","neutral"
"let s stop fight within fight main enemy carry corona gone lets take centre stage nothing else ","","0.08333333333333333","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"contribute country also indian government decided anyone already prison years yrs released seeing corona virus sant shri asharamji bapu released please","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"way treat humans holy cow government mind shameful video ","","0","neutral"
"morning theme activities week letters alien friend start re making alien friends making alien friend via","","-0.25","negative"
"reduce risk serious lung disease caused corona virus quitting smoking vaping ","HashiEnergy LPG HashiGas","-0.3333333333333333","negative"
"excellent resource psychological first aid context corona virus wonderful people nes scotland ","","0.5625","positive"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","","-0.30000000000000004","negative"
"corona impact lovers life","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"life unpredictable never thought go phase cake flowers still s birthday happy birthday ","LockDown Corona","-0.16666666666666666","negative"
"sant shri asharamji bapu worked welfare society years age years need early release account pandemic corona virus spread india ","","0.25","positive"
"man real culprit behind presence corona virus pakistan punished","","-0.1","neutral"
"bahraini government launched app uses location data notify youve come proximity active corona case also tracks movement quarantined people detect theyve broken quarantine bahrain youre amazing sweetie","","0","neutral"
"barbaric amid chinese virus outbreak hindus denied food supplies karachi pakistan food basic thing survive action pak eliminate minorities corona pandemic allah watching","","0","neutral"
" s prime time telecast evng certainly spread lot cheer among ppl see much online talk abt telecast noted celebrities trending top everyone needed short break stress","Ghilli SunTV","0.20714285714285713","positive"
"erode top list corona affected cases tn specific reason random anyone answer convincingly ","","0.25","positive"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","Corona","0.5","positive"
"incredible india","","0.9","positive"
"hadeh x","","0","neutral"
"thing taking space year corona virus ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"concerned former flight medic haunted die alone isolation corona virus ","","0","neutral"
"weepy man records bodies placed back refrigerated truck brooklyn president united states tweeting ratings corona virus pressers ","","0","neutral"
"wrong constantly exposed corona virus twitter wants catch std ","clapforNHS","-0.09999999999999999","neutral"
"earth sure n t done airports coronavirus came quarantine centres ","","0.5","positive"
"darling contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0","neutral"
"remember keep foot distance dont touch ","coronavirus corona covid19 covid socialdistancing physicaldistance stayhome flattenthecurve coronadk","0","neutral"
"weepy man records bodies placed back refrigerated truck brooklyn president united states tweeting ratings corona virus pressers ","","0","neutral"
"shame name corona innuma procedure ","","0","neutral"
"truth eu starts dawn member states eu coronavirus ultimate victim ","","-0.037500000000000006","neutral"
"world s powerful man n t afraid answering questions press conference man believes monologues democracy name ","","0.05000000000000002","neutral"
"changed time least till corona controlled ","","-0.3","negative"
"bye bye corona sincerely pm","","0.5","positive"
"pandemic corona virus spreading india risk old people govt must release yr old sant shree asaram bapu ji parole people india demanding","","0.13333333333333333","neutral"
"excellent work done applaudable hail corona warriors open areas sanitized colony makarba","","0.5666666666666667","positive"
"goose bumps rewind world cup india vs paki final joginder sharma bowled last death scooped shot air give india famous win corona warrior haryana cop super duper","","0","neutral"
"corona virus hysteria charts puts perspective amp lets decide ","","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"kind treatment chance infected need run rest isolate hospital n t see happening coming airports s stressing see bjp govt thinks poor less humans ","","0.6","positive"
" kill coronavirus infection may may disinfect skin washing hands soap demeaning humans public health devoid ethics ","","0","neutral"
"positive scary word days corona test positive","","-0.10890151515151514","neutral"
"post least one tweet today offering prayer god appealing save world corona virus lord birth creation re innocent treat water milk alike live leave instruct please save us unrest keep viruses away ","","0.1","neutral"
"ways corona spread strange single person got infected kanika kapoor people coming contact late mr ragi tested corona positive ","","-0.007142857142857145","neutral"
"corona attacks mostly old pple due weak immune system govt ordered release prisoners parole yrs innocent sant shri asharamji bapu still jail parole ","ReleaseAsharamjiBapuOnParole","0.024999999999999994","neutral"
" rampur guy calls corona helpline asks samosas repeatedly despite warnings doesnt stop arre samosa bhejo bhai rampur dm gets samosas delivered guy also orders clean drain punishment cc ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"fuck corona virus ","","-0.5","negative"
"young rebel star contributes lakhs total contribution cr fight aganist darling ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"nasty beasts santals asuras","","-1","negative"
"barbaric amid chinese virus outbreak hindus denied food supplies karachi pakistan food basic thing survive action pak eliminate minorities corona pandemic allah watching","","0","neutral"
" the tories decided broadband counts need to have public utility free need ","","0.2","positive"
"corona virus mortality rate likely ward flu like symptoms immune system strong ","","0","neutral"
"germany activates flying icu plane airbus medevac fly corona patients italy hospitals germany ","","0.8","positive"
"bye bye corona sincerely pm","","0.5","positive"
"pmln set corona fund mr shahbaz sharif requested pakistanis raise much money possible said spend fund treatment infected victims next election together eliminate coronavirus pakistan","","0.1","neutral"
"chinese spokesperson sent dm asked call corona virus s response ","ChineseVirus19 ChinaVirus19","0","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"_motho dangers side either get corona get shot","","0","neutral"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"kasoa vandamme ei go a k a sogakope justin bieber lets join hands children curb dis social menace corona virus stay away crowded area wash ur hands frequently use sanitizer avoid handshaken ","FUNNYFANS","-0.75","negative"
"nice see chinna pumpin jing_jang_in balance money market keep corona virus control economically world wise speaking ","","0.5333333333333333","positive"
"patanjali lot nation n corona pandemic patanjali always took stand helping nation n t ask much money unilever nestle donated answer none ","","0","neutral"
"fauci amp birx reveal establishment operatives evidence model predicted million infected million dead yet current corona infected amp dead one suggest model close real outcome damage us economy extending date","","-0.05","neutral"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"corona recession likely cause exodus migrant workers gulf countries layoffs hit hard home countries leaving unemployed citizens drop foreign remittances ","","-0.14583333333333334","neutral"
"despite corona suspicious trips turkey misurata tripoli","","0","neutral"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"yes sir sant shri asharamji bapu self realized saint need keep mind lots solution let s take benefit hindu saint make world corona covid free world ","ReleaseAsharamjiBapuOnParole","0","neutral"
" corona non jews goyims laugh s nauseating ","COVID","0.15","positive"
"rich people brought virus india territory amp n t even quarantined govt n t want inconvenience poor singled suffer modi half smart vicious d stopped bad optics ","","0.375","positive"
"bye bye corona sincerely pm","","0.5","positive"
"corona exposing everything weak public infrastructure poor leadership selfishness people stupid religious leaders systemic poverty everyones underwear outside ","","-0.315","negative"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"making memes corona deep inside condition","","0","neutral"
"stray bullet allegedly fired men nigeria customs service ogun state command pursuing rice smugglers killed pupil good see things dont change corona corona","","-0.1","neutral"
"sant shri asharamji bapu yrs old corona infection highest among aged people yrs due corona virus attack india ","","0.16666666666666666","positive"
"next corona test kanika kapoor tell us whether s really human bat ","","0","neutral"
"_soomy lol even corona corona getting worse worse aint ordering anything","","-0.033333333333333326","neutral"
"would like concentrate corona pandemic ","","0","neutral"
"observed today s medical situation worst nurses ready care corona patients need allocate police force hospital check daily care reports need forcefully perform duty nursing amp doctors ","CoronaInMaharashtra","-0.275","negative"
"sir one helpline reqd stop fake news post social media regarding corona virus wrong info posted whtsapp number b given ","","-0.32222222222222224","negative"
"happy birthday put peoples safety personal life event warrior fighting keep bay letting take country best wishes fiance ms shalini","","0.5","positive"
" new video corona virus found torah scriptures ","Live","0.13636363636363635","neutral"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","","0","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"prime minister s relief fund small contribution side corona fight pls help home amp help india ","Narendermodi NAMO help HelpFightCorona DonateKaroNaIndia IndiaFightsCorona fightagainstcorona codiv19 FeedTheNeedy COVID2019india GoFundMe","-0.25","negative"
"whats easiest way raise money corona virus last time hard manage people donated go fund wont allow offer nudes exchange im trying figure run new campaign send help suggestions","","-0.14583333333333334","neutral"
" say sir ","","0","neutral"
"hope doctor already received protective gear please check","","0","neutral"
"bahraini government launched app uses location data notify youve come proximity active corona case also tracks movement quarantined people detect theyve broken quarantine bahrain youre amazing sweetie","","0","neutral"
"sir pandemic corona virus spreading india risk old people govt must release yr old sant shree asaram bapu ji parole people india demanding","","0.15000000000000002","positive"
" ve thinking re developing digital services differently corona amp bits might change forever hypotheses provocation return revisit stage","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight actor big heart true pan indian star prabhas","Prabhas CoronaCrisisCharity Prabhas","0.05","neutral"
"yep managed snag one swag animal crossing le nintendo switches giving away fast winner drawn april rd stream signed lt enter rt extra entries ","","0.125","neutral"
"chuck todd asked biden trump blood hands corona response anyone blood hands msm years constant lies created atmosphere one trusts media people dying public n t know trust ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"aung san suu kyi stop lying people world corona myanmar ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"stress busters stress resulting lockdown self isolation wawake corona virus watch video also avoid monotony amp boredom via","","0","neutral"
"beginning year prayedddd fasted cried prosperous year corona came sudden believe prayer believe jesus rose widows son dead ","","0","neutral"
"delhi govt streamlines medical facilities medical teams quarantine facilities hospitals run shifts shift pm shift pm shift days followed days break docs nurses provided accommodation","Corona","0","neutral"
"stupid cow said boris co negligent getting corona nasty sour faced idiot","","-0.5766666666666665","negative"
"dangerous corona virus mis information rumors might spread around people get panicked remain careful spread false propaganda lies ","","-0.04999999999999999","neutral"
"_msgs even proven culprits actors politicians big businessmen pastors granted bail parole sant shri asharamji bapu even single evidence found critical period corona menace ","","0","neutral"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","","0","neutral"
"telecom companies planning donate billion covid please begging easy access internet corona times would help stay home curb spread covid thank","CutDataPrices","0.43333333333333335","positive"
"mess neither one created corona virus ","","-0.175","negative"
"overall management covid centre state govts stand totally expose deaths caused messy lockdown exceeds deaths caused corona virus seem heading direction ","","-0.06666666666666667","neutral"
"zee hindustan news channel showed whole story mirchi perfomance hayeeee india hi chiz chal rahi corona aur ","SidNaaz","0.2","positive"
"video massively viral social media shared false claim people italy iran hiding patna mosque avoid getting tested coronavirus ","","-0.12222222222222225","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","","-0.30000000000000004","negative"
"bastards sadists","","0","neutral"
"dear ji amp ji corona situation control let s create massive small scale industries amp bihar reduce india s dependence china amp reduce states dependence states owe bottom pyramid workforce ","","-0.125","neutral"
"ok guys tweet scheduled corona crisis thought would normal saturday night plonker ","","0.34375","positive"
"inhumanity criminal ","","-0.4","negative"
"patanjali lot nation n corona pandemic patanjali always took stand helping nation n t ask much money unilever nestle donated answer none ","","0","neutral"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","","-0.02023809523809525","neutral"
"jess phillips seems sort cant understand corona virus getting attention","","0.5","positive"
"theres tension around people dey frustrate ridee common jokes turn serious dont mind wai chop corona free kiss","","-0.31666666666666665","negative"
"everyone need bit hope grandad arriving back home beating corona virus done like true trooper nice back","","0","neutral"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","Corona","0.5","positive"
"street wey go pass come fit get corona never tell","","0.4","positive"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","","0","neutral"
"come n t done airports since almost cases reportedly brought passengers abroad ","","0","neutral"
"n t rt lying moron everyone deserves see twisted amp lying mindset nationalist arent right head ","","-0.33809523809523806","negative"
"always happy single time corona bitch sigh ","","0.3642857142857143","positive"
"look wrist corona neck got ebola","","0","neutral"
"corona tragedy become pr opportunity","","0","neutral"
"satsangs true satguru tell us god eradicates even worst diseases even epidemic like corona ","Benefits_Of_Satsang","-0.325","negative"
"constituency help curb spread corona virus gone beyond ability offer education people telling ways upon follow avoid spread","","0","neutral"
"cant believe say let alone second time corona parties theyre illegal dangerous stupid crash party pay big fine name amp shame everyone gets message heads ","","-0.25","negative"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"request pm declare media medical emergency which channel telecast debate corona r creating panic channel give data suspect cases casualties govt representative give data corona","","0","neutral"
"ya corona given notice us reaching given us time plan actually spreading ","","0","neutral"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","","0","neutral"
"good thinking bishop jb prophesied yesterday scattered church come stronger industrial growth ready co rdination though let s us stitchers","","0.44999999999999996","positive"
"phishing alert corona u get whatsapp msg link says u click link app tell u proximity corona infected nearby u click download ask otp boom ur bank a c cleaned take care home","","0","neutral"
"whatever happened vow return united states longer ","POTUS","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"mahamari jaisi aapda bhi at bharat gas agency kutchari shop ganga ashram dwara irresponsible behaviour ko darshata hai they following govt guidelines govt need something stop spreading corona desease ","","0","neutral"
" rampur guy calls corona helpline asks samosas repeatedly despite warnings doesnt stop arre samosa bhejo bhai rampur dm gets samosas delivered guy also orders clean drain punishment cc ","","0","neutral"
"corona riot china virus isnt yet beaten place started ","","0","neutral"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","","-0.30000000000000004","negative"
"human s true nature comes alive crisis continue peak ","","0.11249999999999999","neutral"
"chuck todd asked biden trump blood hands corona response anyone blood hands msm years constant lies created atmosphere one trusts media people dying public n t know trust ","","0","neutral"
"treat innocent citizens like slaves animals people pay tax keep ","","0.5","positive"
"failure state government government late react corona visible threat starvation unemployment certain corporates survive middle class family crushed government dont know actual survival cost family india","","-0.30833333333333335","negative"
"sir ji sant shri asharamji bapu worked welfare society years age years need early release account pandemic corona virus spread india ","","0.5","positive"
"corona virus started nigeria leaders would taken families overseas amp leave us fate","","0","neutral"
"right sir senior citizens age group years prone corona virus disease hence demand government immediately ","","0.2619047619047619","positive"
"right cue first coronavirus racism experience going walk bloke yells hard stay away lot taking feel like ive baptised post corona australia ","","0.10218253968253967","neutral"
"_et impact corona jihad ","","0","neutral"
"shekhar gupta s theprint claims govt may extend lockdown prasar bharati terms fake news","","-0.5","negative"
" rampur guy calls corona helpline asks samosas repeatedly despite warnings doesnt stop arre samosa bhejo bhai rampur dm gets samosas delivered guy also orders clean drain punishment cc ","","0","neutral"
"china exporting faulty thermometers amp masks wasnt enough man rubbing new masks feet pass possibility infection target countries still sure dont want call ","","0.06818181818181818","neutral"
" ashok kapoor agra shares overcame covid menace via namo app","MannKiBaat","0","neutral"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"greg got context talking corona brother ","","0","neutral"
"prizes guessing n t done airports disinfect brought india","Covid_19","0","neutral"
"last production","webgl 3D Covid_19","0","neutral"
"chinese spokesperson sent dm asked call corona virus s response ","ChineseVirus19 ChinaVirus19","0","neutral"
"amazing immigrants u k work long hours even die us rip heroes deaths must vain must insist ppe frontline staff ","","0.275","positive"
"lets hope corona fund medical relief use self promotion ","","0","neutral"
"good morning name dominic vincent reside arigbajo ewekoro ogun state m experiencing symptoms corona virus last two days started sore throat cough two days ago sneezing started last night ","","0.7","positive"
"today statistics corona epidemic affected showing elderly vulnerable urge judiciary rajasthan government","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"boomtown rats n t like mondays version den text musste man nichtmal viel ndern pandemic response world gets switched overload nobody s gon na go school today s gon na make us stay home","Corona COVID","0","neutral"
"agree fishy ","","0.2","positive"
"_com controls fromib ministry control fake news paid foreign agencies write whatever want create panic people ca n t booked sedition cases filth rotten journos worse corona virus ","","-0.25625","negative"
"eww would still avoid like corona creepy uncle pervy ","","-0.78125","negative"
"insane ","","-1","negative"
"worldwide status update ","Covid_19 Covid_19 Corona SARS_COV_2 publichealth health","0","neutral"
"indian government decided anyone already prison years released seeing corona virus sant shree asharamji bapu released ","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight actor big heart true pan indian star prabhas","Prabhas CoronaCrisisCharity Prabhas","0.05","neutral"
"especially small boobs lol","","0.15000000000000002","positive"
"corona took ur jobs yall worried mexicans","","0","neutral"
"dear ji amp ji corona situation control let s create massive small scale industries amp bihar reduce india s dependence china amp reduce states dependence states owe bottom pyramid workforce ","","-0.125","neutral"
"yet another police force over extending supermarkets asked one adult per household goes shopping thats perfectly reasonable not legislation governments official advice police giving another imaginary power ","","0.05","neutral"
" for trillion cost corona virus stimulus could eliminated income tax every american worker family business instead things like fund kennedy center could lay workers ","","0","neutral"
" die flu million comes approx per million per million dying corona today ","","0","neutral"
"madamji usa following every protocol saying result know number death suspects corona usa situation italy sweden india still stick view modi hater logic works ","","0","neutral"
"nyc idiots attend corona potluck parties half cases usa nyc ","","-0.48333333333333334","negative"
"young rebel star contributes lakhs towards tfi s help poor film workers grand total contribution towards relief efforts cr hatsoff ","Prabhas CCC CoronaCrisisCharity","-0.15000000000000002","negative"
"young rebel star contributes lakhs total contribution cr fight actor big heart true pan indian star prabhas","Prabhas CoronaCrisisCharity Prabhas","0.05","neutral"
"third week online school never happy weekend corona made like mondays wth","","0.4","positive"
"corona virus predators co director chevening programme uk collecting funds delhi migrants day triggered migrant exodus extremely suspicious alone acting concert known fcra offenders","","0","neutral"
"criminals getting parole jail since years due corona concern innocent sant still jail since years even years old s high time","","-0.1125","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"bye bye corona sincerely pm","","0.5","positive"
"corona virus claimed many lives god kept u n ur family alive tell god something","","0.3","positive"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
"remember corona virus n t exist ","","0","neutral"
"yes per current knowledge apparently spike proteins less amp virulence less india however still early days stay home","","-0.07083333333333333","neutral"
"canadian town swastika pressurized change name ww refused korauna proudly refuse get name blackened swastika amp corona lost evil connotation say weathered storm ","","0.8","positive"
"corona virus predators co director chevening programme uk collecting funds delhi migrants day triggered migrant exodus extremely suspicious alone acting concert known fcra offenders","","0","neutral"
"young rebel star contributes lakhs total contribution cr fight aganist ","Prabhas CCC CoronaCrisisCharity Prabhas","0.05","neutral"
" thank mention","RT","0","neutral"
"earth sure n t done airports coronavirus came quarantine centres ","","0.5","positive"
"sun tv vidumurai sorry corona kondattam tomorrow morning starring many ","","0.16666666666666666","positive"
"china exporting faulty thermometers amp masks wasnt enough man rubbing new masks feet pass possibility infection target countries still sure dont want call ","","0.06818181818181818","neutral"
"corona virus smoke screen doesnt mean harmful lets look laws passed amp activity going outside trapped inside worried death could die heart attack right amp theyre gon na rule corona related ","","-0.3125","negative"
"man real culprit behind presence corona virus pakistan punished","","-0.1","neutral"
"right sir corona virus become threat mankind people age groups infected proved highly dangerous old men sant shri asharamji bapu years old isolate ashram ","","0.2857142857142857","positive"
"handling state better epidemics rt likes yogi adityanath udhdhav","Corona","0.5","positive"
